from,to,sign
1887,21556,-1
1887,21615,-1
1887,21616,-1
1887,21617,-1
1889,1484,-1
1891,1917,-1
1891,5700,-1
1891,11128,-1
1891,25845,-1
1893,4091,-1
1893,11004,-1
1894,991,-1
1894,1142,-1
1894,1432,-1
1894,1505,-1
1894,1655,-1
1894,1832,-1
1894,2086,-1
1894,2829,-1
1894,2980,-1
1894,3789,-1
1894,4394,-1
1894,4744,-1
1894,5750,-1
1894,7745,-1
1894,10489,-1
1894,10556,-1
1894,10557,-1
1894,10558,-1
1894,10559,-1
1895,129,-1
1895,549,-1
1895,589,-1
1895,5177,-1
1895,5888,-1
1895,8483,-1
1895,13250,-1
1897,1754,-1
1897,1967,-1
1897,1968,-1
1901,1208,-1
1901,2822,-1
1901,2823,-1
1901,2824,-1
1901,2825,-1
1901,2826,-1
1901,2827,-1
1902,4366,-1
1903,1440,-1
1903,2618,-1
1903,12057,-1
1905,694,-1
1905,854,-1
1905,1484,-1
1905,1967,-1
1905,1968,-1
1905,4462,-1
1905,9227,-1
1905,10160,-1
1905,12447,-1
1906,500,-1
1908,6262,-1
1908,25848,-1
1909,374,-1
1909,1129,-1
1909,1505,-1
1909,2594,-1
1909,2737,-1
1910,71,-1
1910,72,-1
1910,87,-1
1910,479,-1
1910,668,-1
1910,695,-1
1910,887,-1
1910,1407,-1
1910,2218,-1
1910,3437,-1
1910,6519,-1
1910,8905,-1
1910,14284,-1
1910,18336,-1
1910,20763,-1
1910,25380,-1
1910,25851,-1
1910,25852,-1
1910,25853,-1
1910,25854,-1
1910,25855,-1
1911,516,-1
1911,1996,-1
1911,25856,-1
1911,25857,-1
1912,2658,-1
1913,7383,-1
1914,6471,-1
1916,5907,-1
1918,1484,-1
1919,1968,-1
1919,2592,-1
1920,2706,-1
1921,124,-1
1921,306,-1
1921,899,-1
1921,1706,-1
1921,4959,-1
1921,8207,-1
1921,25858,-1
1922,1468,-1
1922,1484,-1
1922,6967,-1
1923,611,-1
1923,694,-1
1923,1484,-1
1924,615,-1
1924,805,-1
1924,1484,-1
1924,3972,-1
1924,19617,-1
1926,1745,-1
1926,3116,-1
1926,22767,-1
1927,132,-1
1927,373,-1
1927,668,-1
1927,679,-1
1927,715,-1
1927,870,-1
1927,1378,-1
1927,1736,-1
1927,1770,-1
1927,1784,-1
1927,1968,-1
1927,2208,-1
1927,2261,-1
1927,3070,-1
1927,3831,-1
1927,4175,-1
1927,4767,-1
1927,5258,-1
1927,5850,-1
1927,18976,-1
1927,21106,-1
1927,21400,-1
1927,25860,-1
1928,47,-1
1928,74,-1
1928,454,-1
1928,12136,-1
1928,12137,-1
1929,16166,-1
1931,7507,-1
1931,8117,-1
1933,1640,-1
1934,26,-1
1934,47,-1
1934,50,-1
1934,74,-1
1934,373,-1
1934,506,-1
1934,621,-1
1934,790,-1
1934,829,-1
1934,972,-1
1934,1106,-1
1934,1599,-1
1934,1640,-1
1934,1826,-1
1934,1939,-1
1934,2129,-1
1934,2213,-1
1934,2226,-1
1934,2318,-1
1934,2350,-1
1934,2355,-1
1934,2476,-1
1934,2580,-1
1934,2690,-1
1934,2747,-1
1934,3387,-1
1934,3432,-1
1934,3499,-1
1934,3653,-1
1934,4546,-1
1934,5333,-1
1934,5562,-1
1934,6178,-1
1934,6199,-1
1934,6258,-1
1934,6294,-1
1934,7152,-1
1934,7271,-1
1934,7499,-1
1934,7637,-1
1934,7892,-1
1934,8405,-1
1934,8647,-1
1934,8837,-1
1934,9597,-1
1934,10015,-1
1934,10026,-1
1934,10059,-1
1934,10062,-1
1934,10378,-1
1934,10568,-1
1934,11369,-1
1934,11558,-1
1934,11837,-1
1934,12403,-1
1934,12795,-1
1934,12897,-1
1934,12910,-1
1934,12952,-1
1934,13010,-1
1934,13428,-1
1934,13430,-1
1934,13432,-1
1934,13462,-1
1934,13470,-1
1934,13503,-1
1934,14682,-1
1934,14790,-1
1934,14793,-1
1934,15096,-1
1934,15723,-1
1934,16151,-1
1934,16362,-1
1934,18223,-1
1934,19650,-1
1934,20459,-1
1934,20533,-1
1934,21006,-1
1934,21796,-1
1934,22368,-1
1934,22691,-1
1934,22829,-1
1934,22893,-1
1934,23013,-1
1934,23244,-1
1934,24230,-1
1934,24476,-1
1934,24673,-1
1934,24674,-1
1934,24676,-1
1934,24762,-1
1934,24776,-1
1934,25595,-1
1934,25602,-1
1934,25862,-1
1934,25863,-1
1934,25864,-1
1934,25865,-1
1934,25866,-1
1934,25867,-1
1934,25868,-1
1934,25869,-1
1934,25870,-1
1934,25871,-1
1934,25872,-1
1934,25873,-1
1934,25874,-1
1934,25875,-1
1934,25876,-1
1934,25877,-1
1936,8377,-1
1938,25683,-1
1943,1745,-1
1943,1914,-1
1943,2658,-1
1943,8013,-1
1943,21032,-1
1944,103,-1
1944,104,-1
1944,306,-1
1944,374,-1
1944,375,-1
1944,7030,-1
1944,7214,-1
1944,7225,-1
1944,7247,-1
1944,7877,-1
1944,13317,-1
1944,13319,-1
1944,13907,-1
1944,13909,-1
1944,13910,-1
1944,13911,-1
1945,306,-1
1945,374,-1
1945,375,-1
1945,7214,-1
1945,17979,-1
1947,1129,-1
1948,5774,-1
1950,651,-1
1950,669,-1
1952,47,-1
1952,694,-1
1952,1479,-1
1952,1991,-1
1952,8943,-1
1952,8944,-1
1952,8945,-1
1954,631,-1
1954,673,-1
1954,697,-1
1954,2445,-1
1954,3352,-1
1954,3402,-1
1954,6967,-1
1955,12809,-1
1956,1316,-1
1956,1639,-1
1956,1941,-1
1956,5048,-1
1956,6471,-1
1956,8638,-1
1957,11998,-1
1959,685,-1
1959,927,-1
1959,947,-1
1959,1278,-1
1959,7195,-1
1959,7538,-1
1959,9332,-1
1959,11761,-1
1959,13098,-1
1959,18384,-1
1959,18847,-1
1959,20917,-1
1961,46,-1
1961,1877,-1
1961,3142,-1
1961,4360,-1
1961,16524,-1
1961,25882,-1
1964,1355,-1
1964,2231,-1
1964,2981,-1
1964,25885,-1
1965,11546,-1
1966,74,-1
1966,10903,-1
1967,66,-1
1967,694,-1
1969,443,-1
1969,679,-1
1969,936,-1
1969,1115,-1
1969,1849,-1
1969,2425,-1
1969,4111,-1
1969,4190,-1
1969,5842,-1
1969,6995,-1
1969,8366,-1
1971,1484,-1
1972,26246,-1
1973,1484,-1
1974,67,-1
1974,124,-1
1977,685,-1
1977,1442,-1
1977,2624,-1
1977,6251,-1
1978,963,-1
1978,2692,-1
1978,3647,-1
1978,3745,-1
1978,3907,-1
1978,3998,-1
1978,4575,-1
1978,10119,-1
1978,11548,-1
1978,15594,-1
1978,18931,-1
1978,26267,-1
1979,74,-1
1982,37,-1
1984,74,-1
1984,306,-1
1984,535,-1
1984,989,-1
1984,1218,-1
1984,7703,-1
1984,10549,-1
1984,12648,-1
1984,17000,-1
1984,26268,-1
1985,2329,-1
1985,7238,-1
1985,10372,-1
1985,11548,-1
1985,19552,-1
1985,26247,-1
1985,26248,-1
1986,74,-1
1986,122,-1
1986,1476,-1
1986,1484,-1
1986,2476,-1
1986,3982,-1
1986,9203,-1
1988,74,-1
1988,694,-1
1988,1968,-1
1988,8180,-1
1990,124,-1
1990,1484,-1
1995,1901,-1
1995,2658,-1
1995,5100,-1
1995,9027,-1
1996,685,-1
1996,694,-1
1997,37,-1
1997,38,-1
1997,521,-1
1997,1014,-1
1997,1978,-1
1999,222,-1
1999,274,-1
1999,437,-1
1999,629,-1
1999,663,-1
1999,668,-1
1999,669,-1
1999,700,-1
1999,739,-1
1999,755,-1
1999,765,-1
1999,870,-1
1999,887,-1
1999,935,-1
1999,1008,-1
1999,1010,-1
1999,1062,-1
1999,1168,-1
1999,1250,-1
1999,1254,-1
1999,1298,-1
1999,1505,-1
1999,1548,-1
1999,1682,-1
1999,1714,-1
1999,2078,-1
1999,2147,-1
1999,2165,-1
1999,2186,-1
1999,2233,-1
1999,2236,-1
1999,2283,-1
1999,2330,-1
1999,2406,-1
1999,2511,-1
1999,2689,-1
1999,2726,-1
1999,2737,-1
1999,2896,-1
1999,2966,-1
1999,3116,-1
1999,3398,-1
1999,3501,-1
1999,3512,-1
1999,3569,-1
1999,3772,-1
1999,3774,-1
1999,3789,-1
1999,4147,-1
1999,4150,-1
1999,4257,-1
1999,4357,-1
1999,4395,-1
1999,4492,-1
1999,4756,-1
1999,4773,-1
1999,4846,-1
1999,5282,-1
1999,5391,-1
1999,5527,-1
1999,5604,-1
1999,5955,-1
1999,6191,-1
1999,6547,-1
1999,6587,-1
1999,6838,-1
1999,6851,-1
1999,7345,-1
1999,7388,-1
1999,7541,-1
1999,7578,-1
1999,7657,-1
1999,7685,-1
1999,7912,-1
1999,8434,-1
1999,8805,-1
1999,9083,-1
1999,9337,-1
1999,9465,-1
1999,9653,-1
1999,9796,-1
1999,10200,-1
1999,10289,-1
1999,10451,-1
1999,11640,-1
1999,11686,-1
1999,11835,-1
1999,11847,-1
1999,11947,-1
1999,12438,-1
1999,13538,-1
1999,13678,-1
1999,13727,-1
1999,14711,-1
1999,15186,-1
1999,15795,-1
1999,16411,-1
1999,16745,-1
1999,17293,-1
1999,20196,-1
1999,20639,-1
1999,20955,-1
1999,21398,-1
1999,21625,-1
1999,22037,-1
1999,22330,-1
1999,22532,-1
1999,23878,-1
1999,24276,-1
1999,24731,-1
1999,25423,-1
1999,26276,-1
1999,26277,-1
1999,26278,-1
1999,26279,-1
1999,26280,-1
1999,26281,-1
1999,26282,-1
1999,26283,-1
1999,26284,-1
1999,26285,-1
1999,26286,-1
1999,26287,-1
1999,26288,-1
1999,26289,-1
1999,26290,-1
2000,37,-1
2000,54,-1
2000,74,-1
2000,108,-1
2000,242,-1
2000,521,-1
2000,539,-1
2000,1113,-1
2000,1127,-1
2000,1143,-1
2000,1194,-1
2000,1467,-1
2000,1477,-1
2000,1479,-1
2000,1683,-1
2000,1955,-1
2000,3358,-1
2000,5309,-1
2000,5514,-1
2000,7894,-1
2000,12863,-1
2000,17745,-1
2000,21872,-1
2000,23748,-1
2000,25911,-1
2000,25912,-1
2000,25913,-1
2000,25914,-1
2001,108,-1
2002,108,-1
2002,25825,-1
2005,124,-1
2005,1484,-1
2010,732,-1
2010,5822,-1
2010,6271,-1
2010,6504,-1
2012,441,-1
2012,10099,-1
2012,20914,-1
2012,22133,-1
2012,26292,-1
2015,74,-1
2015,776,-1
2015,3990,-1
2015,8186,-1
2015,21942,-1
2018,24,-1
2018,694,-1
2018,1484,-1
2018,18034,-1
2019,74,-1
2019,1477,-1
2019,1479,-1
2021,50,-1
2021,74,-1
2022,108,-1
2022,1826,-1
2022,2030,-1
2022,5007,-1
2022,26293,-1
2022,26294,-1
2023,108,-1
2023,694,-1
2023,697,-1
2023,1341,-1
2023,1484,-1
2023,1968,-1
2023,2230,-1
2023,4225,-1
2023,5271,-1
2023,6725,-1
2023,7894,-1
2030,626,-1
2030,26296,-1
2031,108,-1
2036,1395,-1
2036,2549,-1
2036,2594,-1
2036,16264,-1
2037,39,-1
2037,730,-1
2038,74,-1
2042,668,-1
2042,1254,-1
2042,1770,-1
2042,4422,-1
2042,13724,-1
2046,1321,-1
2049,37,-1
2049,74,-1
2049,8178,-1
2050,13215,-1
2054,124,-1
2055,74,-1
2055,3017,-1
2055,3590,-1
2055,9122,-1
2059,37,-1
2059,382,-1
2059,1029,-1
2059,26297,-1
2060,37,-1
2060,548,-1
2064,1754,-1
2065,482,-1
2065,2831,-1
2065,10677,-1
2069,7375,-1
2071,2046,-1
2071,2207,-1
2071,4504,-1
2071,7337,-1
2071,9581,-1
2071,22962,-1
2073,37,-1
2074,2199,-1
2074,2200,-1
2077,1484,-1
2078,1083,-1
2078,4204,-1
2078,4387,-1
2078,4589,-1
2078,5992,-1
2078,6596,-1
2078,9888,-1
2078,10233,-1
2078,10512,-1
2078,12632,-1
2078,18689,-1
2079,1754,-1
2079,2759,-1
2079,3808,-1
2082,1761,-1
2082,4428,-1
2082,25764,-1
2083,26302,-1
2087,6,-1
2087,350,-1
2087,759,-1
2087,829,-1
2087,857,-1
2087,2654,-1
2087,2998,-1
2087,5121,-1
2087,6391,-1
2087,6396,-1
2087,6890,-1
2087,7476,-1
2087,7558,-1
2087,8750,-1
2087,26303,-1
2089,742,-1
2089,1479,-1
2094,2208,-1
2096,694,-1
2096,3116,-1
2096,26304,-1
2099,440,-1
2099,1318,-1
2099,1322,-1
2099,5787,-1
2099,10680,-1
2099,26306,-1
2101,374,-1
2101,375,-1
2101,668,-1
2101,876,-1
2101,1015,-1
2103,2797,-1
2103,9337,-1
2103,16552,-1
2105,2330,-1
2107,1988,-1
2107,25986,-1
2109,374,-1
2109,548,-1
2109,956,-1
2109,1685,-1
2109,7572,-1
2109,9493,-1
2110,611,-1
2111,1254,-1
2111,21073,-1
2112,19788,-1
2113,74,-1
2113,1650,-1
2114,23464,-1
2115,66,-1
2115,124,-1
2115,125,-1
2115,269,-1
2115,292,-1
2115,306,-1
2115,438,-1
2115,492,-1
2115,562,-1
2115,590,-1
2115,712,-1
2115,726,-1
2115,742,-1
2115,759,-1
2115,819,-1
2115,829,-1
2115,840,-1
2115,888,-1
2115,947,-1
2115,1077,-1
2115,1110,-1
2115,1182,-1
2115,1194,-1
2115,1218,-1
2115,1396,-1
2115,1408,-1
2115,1465,-1
2115,1584,-1
2115,1727,-1
2115,1745,-1
2115,1826,-1
2115,1835,-1
2115,2078,-1
2115,2166,-1
2115,2244,-1
2115,2286,-1
2115,2384,-1
2115,2458,-1
2115,2580,-1
2115,2612,-1
2115,2674,-1
2115,2677,-1
2115,2706,-1
2115,2818,-1
2115,3172,-1
2115,3421,-1
2115,3435,-1
2115,3603,-1
2115,3605,-1
2115,3651,-1
2115,3675,-1
2115,3887,-1
2115,4297,-1
2115,4616,-1
2115,4917,-1
2115,5533,-1
2115,6123,-1
2115,6895,-1
2115,6944,-1
2115,7272,-1
2115,7679,-1
2115,7721,-1
2115,7997,-1
2115,8461,-1
2115,9265,-1
2115,9474,-1
2115,9656,-1
2115,10780,-1
2115,11223,-1
2115,13760,-1
2115,14840,-1
2115,15130,-1
2115,16865,-1
2115,17790,-1
2115,18756,-1
2115,21875,-1
2115,22191,-1
2118,1717,-1
2118,9129,-1
2118,24443,-1
2118,26314,-1
2119,607,-1
2119,4741,-1
2119,6141,-1
2119,12272,-1
2119,13308,-1
2119,23062,-1
2119,26315,-1
2119,26316,-1
2119,26317,-1
2119,26318,-1
2119,26319,-1
2119,26320,-1
2120,1423,-1
2120,7840,-1
2120,8999,-1
2121,492,-1
2121,1029,-1
2121,4181,-1
2121,4366,-1
2121,6843,-1
2122,5554,-1
2123,374,-1
2123,694,-1
2123,1340,-1
2123,3402,-1
2123,6539,-1
2123,13871,-1
2124,879,-1
2124,3402,-1
2124,5160,-1
2124,5466,-1
2124,6214,-1
2124,6294,-1
2124,6787,-1
2124,9357,-1
2124,11173,-1
2124,15521,-1
2124,16313,-1
2124,21160,-1
2124,23138,-1
2124,23139,-1
2124,23140,-1
2125,492,-1
2125,500,-1
2125,589,-1
2125,615,-1
2125,819,-1
2125,829,-1
2125,947,-1
2125,1098,-1
2125,1150,-1
2125,1218,-1
2125,1418,-1
2125,1423,-1
2125,1454,-1
2125,1548,-1
2125,1742,-1
2125,1925,-1
2125,2065,-1
2125,2127,-1
2125,2434,-1
2125,2459,-1
2125,2658,-1
2125,2678,-1
2125,2858,-1
2125,3435,-1
2125,3513,-1
2125,3548,-1
2125,3550,-1
2125,3862,-1
2125,4167,-1
2125,4206,-1
2125,4366,-1
2125,4452,-1
2125,4715,-1
2125,4741,-1
2125,6465,-1
2125,6742,-1
2125,6789,-1
2125,7203,-1
2125,7607,-1
2125,8240,-1
2125,8585,-1
2125,9291,-1
2125,11764,-1
2125,12142,-1
2125,12477,-1
2125,12588,-1
2125,13075,-1
2125,15458,-1
2125,15989,-1
2125,17302,-1
2125,17919,-1
2125,18170,-1
2125,20234,-1
2125,22879,-1
2125,26326,-1
2125,26327,-1
2125,26328,-1
2126,685,-1
2126,935,-1
2126,956,-1
2126,979,-1
2126,1014,-1
2126,1098,-1
2126,1159,-1
2126,1161,-1
2126,1172,-1
2126,1265,-1
2126,1270,-1
2126,1377,-1
2126,1505,-1
2126,1802,-1
2126,2280,-1
2126,2300,-1
2126,2510,-1
2126,2568,-1
2126,2585,-1
2126,2620,-1
2126,2955,-1
2126,3350,-1
2126,3353,-1
2126,3718,-1
2126,3954,-1
2126,3972,-1
2126,4444,-1
2126,4550,-1
2126,4827,-1
2126,5047,-1
2126,5446,-1
2126,6880,-1
2126,7018,-1
2126,8212,-1
2126,8227,-1
2126,8475,-1
2126,9646,-1
2126,10871,-1
2126,11671,-1
2126,12349,-1
2126,12746,-1
2126,13424,-1
2126,14495,-1
2126,14796,-1
2126,15533,-1
2126,15637,-1
2126,16422,-1
2126,16733,-1
2126,17733,-1
2126,18336,-1
2126,18925,-1
2126,21187,-1
2126,22230,-1
2126,22850,-1
2126,23146,-1
2126,23162,-1
2126,23364,-1
2126,23388,-1
2126,23538,-1
2126,24245,-1
2126,26329,-1
2126,26330,-1
2126,26331,-1
2126,26332,-1
2126,26333,-1
2126,26334,-1
2126,26335,-1
2126,26336,-1
2126,26337,-1
2126,26338,-1
2126,26339,-1
2126,26340,-1
2126,26341,-1
2126,26342,-1
2126,26343,-1
2126,26344,-1
2126,26345,-1
2126,26346,-1
2126,26347,-1
2126,26348,-1
2126,26349,-1
2126,26350,-1
2126,26351,-1
2127,13880,-1
2127,20901,-1
2129,69,-1
2129,474,-1
2129,506,-1
2129,782,-1
2129,836,-1
2129,845,-1
2129,910,-1
2129,935,-1
2129,1022,-1
2129,1112,-1
2129,1129,-1
2129,1146,-1
2129,1413,-1
2129,1568,-1
2129,1650,-1
2129,1736,-1
2129,1834,-1
2129,1839,-1
2129,1934,-1
2129,2550,-1
2129,2769,-1
2129,2925,-1
2129,2962,-1
2129,3174,-1
2129,3304,-1
2129,3322,-1
2129,3643,-1
2129,4323,-1
2129,4824,-1
2129,5068,-1
2129,5198,-1
2129,5665,-1
2129,6259,-1
2129,6505,-1
2129,6851,-1
2129,7014,-1
2129,7358,-1
2129,8364,-1
2129,8471,-1
2129,8871,-1
2129,9267,-1
2129,9484,-1
2129,10935,-1
2129,11575,-1
2129,12064,-1
2129,12122,-1
2129,12270,-1
2129,12381,-1
2129,12609,-1
2129,12800,-1
2129,13636,-1
2129,13774,-1
2129,14847,-1
2129,15503,-1
2129,16101,-1
2129,17922,-1
2129,17987,-1
2129,18623,-1
2129,20267,-1
2129,20530,-1
2129,21788,-1
2129,22794,-1
2129,23380,-1
2129,23681,-1
2129,23907,-1
2129,25824,-1
2129,25919,-1
2129,25920,-1
2129,25921,-1
2129,25922,-1
2129,25923,-1
2129,25924,-1
2129,25925,-1
2129,25926,-1
2129,25927,-1
2129,25928,-1
2129,25929,-1
2130,374,-1
2131,3789,-1
2132,440,-1
2132,2607,-1
2132,17756,-1
2133,606,-1
2134,212,-1
2134,288,-1
2134,307,-1
2134,399,-1
2134,570,-1
2134,838,-1
2134,862,-1
2134,1254,-1
2134,1479,-1
2134,2577,-1
2134,2672,-1
2134,3902,-1
2134,4369,-1
2134,4893,-1
2134,4921,-1
2134,5220,-1
2134,5333,-1
2134,6655,-1
2134,7669,-1
2134,8287,-1
2134,8376,-1
2134,8393,-1
2134,9756,-1
2134,9809,-1
2134,9989,-1
2134,10483,-1
2134,12456,-1
2134,13289,-1
2134,17339,-1
2134,18847,-1
2134,20307,-1
2134,20953,-1
2134,25971,-1
2134,26354,-1
2134,26355,-1
2134,26356,-1
2134,26357,-1
2134,26358,-1
2134,26359,-1
2134,26360,-1
2135,772,-1
2135,851,-1
2135,862,-1
2135,1823,-1
2135,3789,-1
2135,13991,-1
2135,25390,-1
2136,129,-1
2136,1355,-1
2136,1454,-1
2136,1532,-1
2136,1754,-1
2136,2241,-1
2136,2840,-1
2136,4462,-1
2136,4506,-1
2136,4599,-1
2136,5121,-1
2136,5301,-1
2136,5850,-1
2136,6843,-1
2136,7901,-1
2136,8005,-1
2139,437,-1
2139,787,-1
2139,942,-1
2139,1270,-1
2139,1367,-1
2139,1433,-1
2139,1579,-1
2139,2274,-1
2139,2637,-1
2139,3030,-1
2139,3851,-1
2139,4464,-1
2139,4573,-1
2139,4816,-1
2139,6629,-1
2139,6833,-1
2139,8283,-1
2139,9691,-1
2139,11442,-1
2139,11651,-1
2139,12503,-1
2139,15397,-1
2139,22342,-1
2139,23555,-1
2139,24528,-1
2139,24600,-1
2139,24883,-1
2139,26361,-1
2139,26362,-1
2139,26363,-1
2139,26364,-1
2140,835,-1
2140,2687,-1
2140,3466,-1
2140,10148,-1
2141,14805,-1
2142,68,-1
2142,93,-1
2142,533,-1
2142,668,-1
2142,673,-1
2142,787,-1
2142,838,-1
2142,930,-1
2142,1079,-1
2142,1142,-1
2142,1558,-1
2142,1613,-1
2142,1650,-1
2142,1770,-1
2142,1828,-1
2142,1834,-1
2142,1934,-1
2142,2371,-1
2142,2503,-1
2142,2728,-1
2142,2894,-1
2142,2934,-1
2142,2981,-1
2142,3022,-1
2142,3027,-1
2142,3337,-1
2142,3345,-1
2142,3764,-1
2142,3831,-1
2142,4137,-1
2142,4152,-1
2142,4210,-1
2142,4254,-1
2142,4279,-1
2142,4469,-1
2142,4731,-1
2142,5103,-1
2142,5117,-1
2142,5329,-1
2142,5374,-1
2142,5625,-1
2142,5728,-1
2142,5839,-1
2142,5955,-1
2142,6483,-1
2142,6640,-1
2142,7769,-1
2142,8176,-1
2142,8344,-1
2142,8675,-1
2142,9086,-1
2142,10052,-1
2142,10625,-1
2142,10667,-1
2142,10869,-1
2142,11082,-1
2142,11887,-1
2142,12116,-1
2142,12232,-1
2142,13552,-1
2142,13554,-1
2142,13754,-1
2142,14416,-1
2142,14834,-1
2142,16330,-1
2142,16577,-1
2142,16585,-1
2142,16819,-1
2142,16965,-1
2142,17061,-1
2142,17103,-1
2142,18434,-1
2142,19523,-1
2142,19788,-1
2142,20092,-1
2142,20105,-1
2142,20220,-1
2142,20307,-1
2142,20494,-1
2142,21643,-1
2142,21695,-1
2142,22051,-1
2142,22520,-1
2142,22714,-1
2142,22856,-1
2142,23571,-1
2142,23775,-1
2142,23927,-1
2142,24458,-1
2142,25123,-1
2142,25522,-1
2142,25646,-1
2142,26370,-1
2142,26371,-1
2142,26372,-1
2142,26373,-1
2142,26374,-1
2142,26375,-1
2142,26376,-1
2142,26377,-1
2142,26378,-1
2142,26379,-1
2142,26380,-1
2142,26381,-1
2142,26382,-1
2142,26383,-1
2142,26384,-1
2142,26385,-1
2142,26386,-1
2142,26387,-1
2142,26388,-1
2142,26389,-1
2142,26390,-1
2142,26391,-1
2142,26392,-1
2142,26393,-1
2144,129,-1
2144,695,-1
2144,770,-1
2144,1229,-1
2144,1355,-1
2144,1561,-1
2144,1848,-1
2144,1993,-1
2144,2186,-1
2144,3034,-1
2144,3473,-1
2144,4366,-1
2144,5104,-1
2144,5529,-1
2144,6873,-1
2144,17533,-1
2144,26312,-1
2144,26394,-1
2144,26395,-1
2144,26396,-1
2144,26397,-1
2144,26398,-1
2145,26,-1
2145,50,-1
2145,129,-1
2145,500,-1
2145,888,-1
2145,946,-1
2145,963,-1
2145,1007,-1
2145,1548,-1
2145,1941,-1
2145,2109,-1
2145,2124,-1
2145,2689,-1
2145,3367,-1
2145,5099,-1
2145,5228,-1
2145,6361,-1
2145,7632,-1
2145,9283,-1
2145,14388,-1
2145,15089,-1
2145,17658,-1
2145,19570,-1
2145,22254,-1
2145,22255,-1
2146,3392,-1
2146,12027,-1
2146,18998,-1
2150,1568,-1
2151,10757,-1
2151,16110,-1
2151,16768,-1
2154,12342,-1
2156,3348,-1
2156,3534,-1
2158,74,-1
2158,500,-1
2158,548,-1
2158,694,-1
2158,1399,-1
2158,1445,-1
2158,1472,-1
2158,1478,-1
2158,1479,-1
2158,1484,-1
2158,1488,-1
2158,1496,-1
2158,1640,-1
2158,2859,-1
2158,3180,-1
2158,4836,-1
2158,5179,-1
2158,5269,-1
2158,5271,-1
2158,5292,-1
2158,5760,-1
2158,5779,-1
2158,5789,-1
2158,5919,-1
2158,5921,-1
2158,8241,-1
2158,9184,-1
2158,11873,-1
2158,15314,-1
2158,16206,-1
2160,3862,-1
2163,66,-1
2163,158,-1
2163,390,-1
2163,516,-1
2163,937,-1
2163,1129,-1
2163,1218,-1
2163,1727,-1
2163,2105,-1
2163,2677,-1
2163,2781,-1
2163,2821,-1
2163,4580,-1
2163,4619,-1
2163,7080,-1
2163,9345,-1
2163,9700,-1
2163,11595,-1
2163,15049,-1
2163,15320,-1
2163,15337,-1
2163,17862,-1
2163,18250,-1
2163,21557,-1
2163,22042,-1
2163,26405,-1
2170,103,-1
2170,165,-1
2170,182,-1
2170,191,-1
2170,298,-1
2170,398,-1
2170,475,-1
2170,487,-1
2170,492,-1
2170,555,-1
2170,642,-1
2170,668,-1
2170,797,-1
2170,803,-1
2170,945,-1
2170,991,-1
2170,1008,-1
2170,1032,-1
2170,1052,-1
2170,1068,-1
2170,1073,-1
2170,1243,-1
2170,1319,-1
2170,1901,-1
2170,2055,-1
2170,2208,-1
2170,2242,-1
2170,2244,-1
2170,2291,-1
2170,2331,-1
2170,2885,-1
2170,3104,-1
2170,3112,-1
2170,3138,-1
2170,3244,-1
2170,3260,-1
2170,3402,-1
2170,3466,-1
2170,3561,-1
2170,3579,-1
2170,3921,-1
2170,3998,-1
2170,4013,-1
2170,4046,-1
2170,4162,-1
2170,4170,-1
2170,4462,-1
2170,4575,-1
2170,4600,-1
2170,4617,-1
2170,5011,-1
2170,5258,-1
2170,5298,-1
2170,5711,-1
2170,6096,-1
2170,6097,-1
2170,6282,-1
2170,6290,-1
2170,6335,-1
2170,6406,-1
2170,6507,-1
2170,6727,-1
2170,6858,-1
2170,7132,-1
2170,7147,-1
2170,7320,-1
2170,7508,-1
2170,7523,-1
2170,7699,-1
2170,7746,-1
2170,7782,-1
2170,7930,-1
2170,8563,-1
2170,9044,-1
2170,9361,-1
2170,9432,-1
2170,10725,-1
2170,10732,-1
2170,10775,-1
2170,11360,-1
2170,11520,-1
2170,11898,-1
2170,11953,-1
2170,12386,-1
2170,12665,-1
2170,13302,-1
2170,13318,-1
2170,15739,-1
2170,16295,-1
2170,17234,-1
2170,17716,-1
2170,18216,-1
2170,18218,-1
2170,18938,-1
2170,19247,-1
2170,19265,-1
2170,20998,-1
2170,20999,-1
2170,21000,-1
2170,21001,-1
2170,21002,-1
2170,21003,-1
2170,21004,-1
2170,21005,-1
2170,21006,-1
2170,21007,-1
2170,21008,-1
2170,21009,-1
2170,21010,-1
2170,21011,-1
2170,21012,-1
2170,21013,-1
2170,21014,-1
2170,21015,-1
2171,438,-1
2171,2325,-1
2171,4687,-1
2174,362,-1
2174,685,-1
2176,175,-1
2176,374,-1
2176,634,-1
2176,714,-1
2176,1129,-1
2176,2126,-1
2176,2594,-1
2176,2931,-1
2176,2939,-1
2176,2949,-1
2176,5037,-1
2176,5152,-1
2176,5845,-1
2176,11061,-1
2176,13413,-1
2176,13414,-1
2177,55,-1
2177,269,-1
2177,668,-1
2177,673,-1
2177,942,-1
2177,1180,-1
2177,1901,-1
2177,2152,-1
2177,2658,-1
2177,3947,-1
2177,4889,-1
2177,6074,-1
2177,6407,-1
2177,7476,-1
2177,7829,-1
2177,8211,-1
2177,8411,-1
2177,11165,-1
2177,17323,-1
2177,21354,-1
2177,22333,-1
2177,23506,-1
2177,26410,-1
2177,26411,-1
2178,91,-1
2178,129,-1
2178,374,-1
2178,492,-1
2178,628,-1
2178,1403,-1
2178,1771,-1
2178,2455,-1
2178,2672,-1
2178,2878,-1
2178,4101,-1
2178,4662,-1
2178,4764,-1
2178,5720,-1
2178,5907,-1
