,node,type,generative_count,generative_probability,receptive_count,receptive_probability
1741,1076,1,1.0,1.0,0.0,0.0
1742,1077,1,1.0,1.0,0.0,0.0
1743,1078,1,1.0,1.0,0.0,0.0
1744,1079,-1,2.0,0.2857142857142857,0.0,0.0
1745,1079,1,5.0,0.7142857142857143,0.0,0.0
1746,1080,-1,2.0,0.2222222222222222,0.0,0.0
1747,1080,1,7.0,0.7777777777777778,0.0,0.0
1748,1081,-1,20.0,0.46511627906976744,2.0,0.04081632653061224
1749,1081,1,23.0,0.5348837209302325,47.0,0.9591836734693877
1750,1082,1,1.0,1.0,0.0,0.0
1751,1083,1,4.0,1.0,38.0,1.0
1752,1084,1,1.0,0.3333333333333333,0.0,0.0
1753,1084,-1,2.0,0.6666666666666666,0.0,0.0
1754,1085,1,2.0,1.0,0.0,0.0
1755,1086,1,1.0,1.0,0.0,0.0
1756,1087,-1,0.0,0.0,13.0,0.30952380952380953
1757,1087,1,0.0,0.0,29.0,0.6904761904761905
1758,1088,1,1.0,1.0,1.0,0.05
1759,1088,-1,0.0,0.0,19.0,0.95
1760,1089,1,22.0,0.7096774193548387,96.0,0.9696969696969697
1761,1089,-1,9.0,0.2903225806451613,3.0,0.030303030303030304
1762,1090,1,4.0,0.4444444444444444,18.0,0.9473684210526315
1763,1090,-1,5.0,0.5555555555555556,1.0,0.05263157894736842
1764,1091,1,1.0,1.0,0.0,0.0
1765,1092,1,5.0,1.0,0.0,0.0
1766,1093,1,3.0,1.0,0.0,0.0
1767,1094,1,2.0,0.5,0.0,0.0
1768,1094,-1,2.0,0.5,0.0,0.0
1769,1095,1,2.0,1.0,41.0,0.6612903225806451
1770,1095,-1,0.0,0.0,21.0,0.3387096774193548
1771,1096,1,91.0,0.8504672897196262,42.0,1.0
1772,1096,-1,16.0,0.14953271028037382,0.0,0.0
1773,1097,1,32.0,0.9142857142857143,80.0,0.8888888888888888
1774,1097,-1,3.0,0.08571428571428572,10.0,0.1111111111111111
1775,1098,1,66.0,1.0,0.0,0.0
1776,1099,1,19.0,0.8636363636363636,39.0,1.0
1777,1099,-1,3.0,0.13636363636363635,0.0,0.0
1778,1100,-1,3.0,0.04918032786885246,0.0,0.0
1779,1100,1,58.0,0.9508196721311475,0.0,0.0
1780,1101,1,1.0,1.0,0.0,0.0
1781,1102,1,1.0,1.0,0.0,0.0
1782,1103,-1,2.0,0.07692307692307693,0.0,0.0
1783,1103,1,24.0,0.9230769230769231,0.0,0.0
1784,1104,1,1.0,1.0,0.0,0.0
1785,1105,1,1.0,1.0,0.0,0.0
1786,1106,1,217.0,0.9954128440366973,0.0,0.0
1787,1106,-1,1.0,0.0045871559633027525,0.0,0.0
1788,1107,1,64.0,0.810126582278481,113.0,0.601063829787234
1789,1107,-1,15.0,0.189873417721519,75.0,0.39893617021276595
1790,1108,-1,2.0,0.5,0.0,0.0
1791,1108,1,2.0,0.5,0.0,0.0
1792,1109,1,1.0,1.0,0.0,0.0
1793,1110,1,2.0,1.0,0.0,0.0
1794,1111,-1,26.0,0.4,0.0,0.0
1795,1111,1,39.0,0.6,0.0,0.0
1796,1112,1,1.0,1.0,0.0,0.0
1797,1113,-1,0.0,0.0,2.0,0.06060606060606061
1798,1113,1,0.0,0.0,31.0,0.9393939393939394
1799,1114,-1,0.0,0.0,2.0,0.15384615384615385
1800,1114,1,0.0,0.0,11.0,0.8461538461538461
1801,1115,1,1.0,1.0,0.0,0.0
1802,1116,1,0.0,0.0,38.0,0.8444444444444444
1803,1116,-1,0.0,0.0,7.0,0.15555555555555556
1804,1117,-1,2.0,0.025974025974025976,0.0,0.0
1805,1117,1,75.0,0.974025974025974,13.0,1.0
1806,1118,1,1.0,1.0,0.0,0.0
1807,1119,1,1.0,1.0,0.0,0.0
1808,1120,1,1.0,1.0,0.0,0.0
1809,1121,1,1.0,1.0,0.0,0.0
1810,1122,1,1.0,1.0,0.0,0.0
1811,1123,-1,2.0,0.18181818181818182,0.0,0.0
1812,1123,1,9.0,0.8181818181818182,0.0,0.0
1813,1124,1,1.0,1.0,0.0,0.0
1814,1125,-1,2.0,0.06060606060606061,1.0,0.02127659574468085
1815,1125,1,31.0,0.9393939393939394,46.0,0.9787234042553191
1816,1126,1,1.0,1.0,0.0,0.0
1817,1127,-1,0.0,0.0,5.0,1.0
1818,1127,1,1.0,1.0,0.0,0.0
1819,1128,-1,5.0,0.35714285714285715,0.0,0.0
1820,1128,1,9.0,0.6428571428571429,0.0,0.0
1821,1129,-1,2.0,0.125,1.0,0.015625
1822,1129,1,14.0,0.875,63.0,0.984375
1823,1130,1,20.0,1.0,0.0,0.0
1824,1131,1,0.0,0.0,64.0,0.9846153846153847
1825,1131,-1,1.0,1.0,1.0,0.015384615384615385
1826,1132,-1,6.0,0.05825242718446602,0.0,0.0
1827,1132,1,97.0,0.941747572815534,34.0,1.0
1828,1133,-1,2.0,0.3333333333333333,0.0,0.0
1829,1133,1,4.0,0.6666666666666666,0.0,0.0
1830,1134,1,1.0,1.0,0.0,0.0
1831,1135,-1,0.0,0.0,8.0,1.0
1832,1136,-1,3.0,0.6,2.0,0.05555555555555555
1833,1136,1,2.0,0.4,34.0,0.9444444444444444
1834,1137,-1,3.0,0.08571428571428572,1.0,0.037037037037037035
1835,1137,1,32.0,0.9142857142857143,26.0,0.9629629629629629
1836,1138,1,11.0,1.0,0.0,0.0
1837,1139,1,2.0,1.0,0.0,0.0
1838,1140,1,10.0,1.0,0.0,0.0
1839,1141,-1,1.0,0.125,0.0,0.0
1840,1141,1,7.0,0.875,0.0,0.0
1841,1142,-1,11.0,0.14285714285714285,4.0,0.08
1842,1142,1,66.0,0.8571428571428571,46.0,0.92
1843,1143,-1,1.0,0.047619047619047616,6.0,0.1111111111111111
1844,1143,1,20.0,0.9523809523809523,48.0,0.8888888888888888
1845,1144,1,21.0,0.4117647058823529,57.0,1.0
1846,1144,-1,30.0,0.5882352941176471,0.0,0.0
1847,1145,1,2.0,1.0,0.0,0.0
1848,1146,1,1.0,1.0,0.0,0.0
1849,1147,1,1.0,1.0,0.0,0.0
1850,1148,1,1.0,1.0,0.0,0.0
1851,1149,1,1.0,1.0,0.0,0.0
1852,1150,1,1.0,1.0,0.0,0.0
1853,1151,-1,5.0,0.1111111111111111,2.0,0.09523809523809523
1854,1151,1,40.0,0.8888888888888888,19.0,0.9047619047619048
1855,1152,-1,3.0,0.3333333333333333,39.0,0.5571428571428572
1856,1152,1,6.0,0.6666666666666666,31.0,0.44285714285714284
1857,1153,1,1.0,0.5,0.0,0.0
1858,1153,-1,1.0,0.5,13.0,1.0
1859,1154,1,2.0,1.0,0.0,0.0
1860,1155,1,1.0,1.0,0.0,0.0
1861,1156,-1,0.0,0.0,10.0,1.0
1862,1157,1,61.0,1.0,87.0,0.9666666666666667
1863,1157,-1,0.0,0.0,3.0,0.03333333333333333
1864,1158,-1,1.0,1.0,0.0,0.0
1865,1159,-1,1.0,1.0,0.0,0.0
1866,1160,-1,0.0,0.0,8.0,1.0
1867,1161,1,2.0,1.0,0.0,0.0
1868,1162,1,0.0,0.0,8.0,0.32
1869,1162,-1,0.0,0.0,17.0,0.68
1870,1163,1,1.0,1.0,0.0,0.0
1871,1164,1,1.0,1.0,0.0,0.0
1872,1165,1,1.0,1.0,0.0,0.0
1873,1166,1,1.0,1.0,0.0,0.0
1874,1167,-1,22.0,0.3188405797101449,0.0,0.0
1875,1167,1,47.0,0.6811594202898551,0.0,0.0
1876,1168,1,1.0,1.0,0.0,0.0
1877,1169,-1,7.0,0.056451612903225805,1.0,0.015625
1878,1169,1,117.0,0.9435483870967742,63.0,0.984375
1879,1170,1,2.0,0.5,0.0,0.0
1880,1170,-1,2.0,0.5,0.0,0.0
1881,1171,-1,5.0,0.625,0.0,0.0
1882,1171,1,3.0,0.375,13.0,1.0
1883,1172,1,10.0,1.0,0.0,0.0
1884,1173,-1,11.0,0.16923076923076924,0.0,0.0
1885,1173,1,54.0,0.8307692307692308,48.0,1.0
1886,1174,-1,2.0,0.1,0.0,0.0
1887,1174,1,18.0,0.9,56.0,1.0
1888,1175,-1,7.0,0.22580645161290322,0.0,0.0
1889,1175,1,24.0,0.7741935483870968,46.0,1.0
1890,1176,-1,0.0,0.0,6.0,1.0
1891,1177,-1,0.0,0.0,14.0,0.23333333333333334
1892,1177,1,0.0,0.0,46.0,0.7666666666666667
1893,1178,1,15.0,0.9375,0.0,0.0
1894,1178,-1,1.0,0.0625,0.0,0.0
1895,1179,1,34.0,1.0,60.0,1.0
1896,1180,1,5.0,0.7142857142857143,0.0,0.0
1897,1180,-1,2.0,0.2857142857142857,0.0,0.0
1898,1181,1,25.0,0.7575757575757576,0.0,0.0
1899,1181,-1,8.0,0.24242424242424243,0.0,0.0
1900,1182,1,1.0,1.0,0.0,0.0
1901,1183,1,1.0,1.0,0.0,0.0
1902,1184,1,8.0,0.8888888888888888,31.0,1.0
1903,1184,-1,1.0,0.1111111111111111,0.0,0.0
1904,1185,-1,29.0,0.3815789473684211,92.0,0.2977346278317152
1905,1185,1,47.0,0.618421052631579,217.0,0.7022653721682848
1906,1186,-1,1.0,1.0,0.0,0.0
1907,1187,1,4.0,0.8,0.0,0.0
1908,1187,-1,1.0,0.2,0.0,0.0
1909,1188,1,0.0,0.0,1.0,1.0
1910,1189,1,3.0,1.0,0.0,0.0
1911,1190,1,1.0,1.0,0.0,0.0
1912,1191,1,1.0,1.0,0.0,0.0
1913,1192,1,1.0,1.0,0.0,0.0
1914,1193,-1,66.0,0.22758620689655173,2.0,0.0273972602739726
1915,1193,1,224.0,0.7724137931034483,71.0,0.9726027397260274
1916,1194,-1,1.0,0.05,0.0,0.0
1917,1194,1,19.0,0.95,0.0,0.0
1918,1195,1,4.0,1.0,0.0,0.0
1919,1196,1,1.0,1.0,0.0,0.0
1920,1197,-1,1.0,1.0,0.0,0.0
1921,1198,1,2.0,1.0,63.0,0.984375
1922,1198,-1,0.0,0.0,1.0,0.015625
1923,1199,1,2.0,1.0,0.0,0.0
1924,1200,1,1.0,1.0,0.0,0.0
1925,1201,1,1.0,1.0,0.0,0.0
1926,1202,1,3.0,0.5,32.0,0.5818181818181818
1927,1202,-1,3.0,0.5,23.0,0.41818181818181815
1928,1203,1,7.0,1.0,0.0,0.0
1929,1204,1,1.0,1.0,0.0,0.0
1930,1205,1,2.0,1.0,0.0,0.0
1931,1206,-1,6.0,0.03314917127071823,8.0,0.1111111111111111
1932,1206,1,175.0,0.9668508287292817,64.0,0.8888888888888888
1933,1207,1,6.0,1.0,0.0,0.0
1934,1208,1,0.0,0.0,7.0,0.2692307692307692
1935,1208,-1,0.0,0.0,19.0,0.7307692307692307
1936,1209,-1,0.0,0.0,11.0,0.1864406779661017
1937,1209,1,12.0,1.0,48.0,0.8135593220338984
1938,1210,1,1.0,1.0,0.0,0.0
1939,1211,-1,1.0,1.0,0.0,0.0
1940,1212,-1,1.0,0.5,0.0,0.0
1941,1212,1,1.0,0.5,0.0,0.0
1942,1213,1,1.0,1.0,0.0,0.0
1943,1214,1,2.0,0.6666666666666666,0.0,0.0
1944,1214,-1,1.0,0.3333333333333333,0.0,0.0
1945,1215,1,6.0,1.0,12.0,0.75
1946,1215,-1,0.0,0.0,4.0,0.25
1947,1216,-1,0.0,0.0,1.0,0.021739130434782608
1948,1216,1,0.0,0.0,45.0,0.9782608695652174
1949,1217,1,6.0,1.0,0.0,0.0
1950,1218,1,1.0,1.0,0.0,0.0
1951,1219,1,2.0,1.0,0.0,0.0
1952,1220,1,1.0,1.0,0.0,0.0
1953,1221,-1,23.0,0.3709677419354839,0.0,0.0
1954,1221,1,39.0,0.6290322580645161,0.0,0.0
1955,1222,-1,1.0,0.125,0.0,0.0
1956,1222,1,7.0,0.875,0.0,0.0
1957,1223,1,1.0,1.0,0.0,0.0
1958,1224,1,3.0,1.0,0.0,0.0
1959,1225,-1,1.0,0.2,0.0,0.0
1960,1225,1,4.0,0.8,0.0,0.0
1961,1226,1,3.0,1.0,0.0,0.0
1962,1227,1,2.0,1.0,0.0,0.0
1963,1228,-1,1.0,0.25,0.0,0.0
1964,1228,1,3.0,0.75,0.0,0.0
1965,1229,1,2.0,1.0,0.0,0.0
1966,1230,-1,1.0,0.5,0.0,0.0
1967,1230,1,1.0,0.5,0.0,0.0
1968,1231,1,1.0,1.0,0.0,0.0
1969,1232,-1,1.0,0.3333333333333333,0.0,0.0
1970,1232,1,2.0,0.6666666666666666,0.0,0.0
1971,1233,-1,1.0,0.5,0.0,0.0
1972,1233,1,1.0,0.5,0.0,0.0
1973,1234,-1,4.0,0.03418803418803419,0.0,0.0
1974,1234,1,113.0,0.9658119658119658,0.0,0.0
1975,1235,1,1.0,1.0,0.0,0.0
1976,1236,-1,5.0,0.04132231404958678,4.0,0.05970149253731343
1977,1236,1,116.0,0.9586776859504132,63.0,0.9402985074626866
1978,1237,-1,1.0,0.3333333333333333,0.0,0.0
1979,1237,1,2.0,0.6666666666666666,0.0,0.0
1980,1238,-1,6.0,0.2,0.0,0.0
1981,1238,1,24.0,0.8,45.0,1.0
1982,1239,-1,12.0,0.5454545454545454,0.0,0.0
1983,1239,1,10.0,0.45454545454545453,53.0,1.0
1984,1240,-1,3.0,0.375,0.0,0.0
1985,1240,1,5.0,0.625,0.0,0.0
1986,1241,1,3.0,1.0,0.0,0.0
1987,1242,-1,1.0,1.0,0.0,0.0
1988,1243,-1,2.0,0.1,0.0,0.0
1989,1243,1,18.0,0.9,0.0,0.0
1990,1244,-1,1.0,0.25,0.0,0.0
1991,1244,1,3.0,0.75,0.0,0.0
1992,1245,-1,7.0,0.07692307692307693,1.0,0.008547008547008548
1993,1245,1,84.0,0.9230769230769231,116.0,0.9914529914529915
1994,1246,-1,11.0,0.6111111111111112,0.0,0.0
1995,1246,1,7.0,0.3888888888888889,0.0,0.0
1996,1247,1,7.0,1.0,0.0,0.0
1997,1248,1,1.0,1.0,0.0,0.0
1998,1249,1,17.0,0.425,0.0,0.0
1999,1249,-1,23.0,0.575,0.0,0.0
2000,1250,1,0.0,0.0,35.0,0.2892561983471074
2001,1250,-1,0.0,0.0,86.0,0.7107438016528925
2002,1251,-1,21.0,0.6363636363636364,0.0,0.0
2003,1251,1,12.0,0.36363636363636365,0.0,0.0
2004,1252,-1,1.0,1.0,0.0,0.0
2005,1253,-1,1.0,1.0,0.0,0.0
2006,1254,-1,0.0,0.0,1.0,0.058823529411764705
2007,1254,1,0.0,0.0,16.0,0.9411764705882353
2008,1255,-1,1.0,0.25,1.0,0.034482758620689655
2009,1255,1,3.0,0.75,28.0,0.9655172413793104
2010,1256,-1,1.0,0.25,0.0,0.0
2011,1256,1,3.0,0.75,0.0,0.0
2012,1257,-1,92.0,0.19913419913419914,26.0,0.29213483146067415
2013,1257,1,370.0,0.8008658008658008,63.0,0.7078651685393258
2014,1258,1,1.0,1.0,0.0,0.0
2015,1259,-1,8.0,0.47058823529411764,2.0,0.07692307692307693
2016,1259,1,9.0,0.5294117647058824,24.0,0.9230769230769231
2017,1260,1,30.0,0.9090909090909091,37.0,0.9487179487179487
2018,1260,-1,3.0,0.09090909090909091,2.0,0.05128205128205128
2019,1261,1,13.0,0.9285714285714286,59.0,1.0
2020,1261,-1,1.0,0.07142857142857142,0.0,0.0
2021,1262,1,1.0,1.0,0.0,0.0
2022,1263,-1,6.0,0.09523809523809523,0.0,0.0
2023,1263,1,57.0,0.9047619047619048,0.0,0.0
2024,1264,-1,4.0,0.07692307692307693,0.0,0.0
2025,1264,1,48.0,0.9230769230769231,0.0,0.0
2026,1265,1,0.0,0.0,28.0,1.0
2027,1266,1,4.0,1.0,0.0,0.0
2028,1267,-1,17.0,0.4594594594594595,0.0,0.0
2029,1267,1,20.0,0.5405405405405406,53.0,1.0
2030,1268,-1,12.0,0.34285714285714286,59.0,0.4609375
2031,1268,1,23.0,0.6571428571428571,69.0,0.5390625
2032,1269,-1,5.0,0.08196721311475409,0.0,0.0
2033,1269,1,56.0,0.9180327868852459,0.0,0.0
2034,1270,1,1.0,1.0,0.0,0.0
2035,1271,1,2.0,1.0,0.0,0.0
2036,1272,1,6.0,0.6666666666666666,28.0,0.9333333333333333
2037,1272,-1,3.0,0.3333333333333333,2.0,0.06666666666666667
2038,1273,1,28.0,0.875,28.0,0.9333333333333333
2039,1273,-1,4.0,0.125,2.0,0.06666666666666667
2040,1274,1,1.0,1.0,0.0,0.0
2041,1275,1,2.0,1.0,0.0,0.0
2042,1276,1,3.0,0.75,49.0,0.9607843137254902
2043,1276,-1,1.0,0.25,2.0,0.0392156862745098
2044,1277,-1,0.0,0.0,2.0,0.06896551724137931
2045,1277,1,0.0,0.0,27.0,0.9310344827586207
2046,1278,1,190.0,0.9547738693467337,0.0,0.0
2047,1278,-1,9.0,0.04522613065326633,0.0,0.0
2048,1279,1,0.0,0.0,31.0,0.9393939393939394
2049,1279,-1,0.0,0.0,2.0,0.06060606060606061
2050,1280,1,1.0,1.0,0.0,0.0
2051,1281,1,1.0,1.0,0.0,0.0
2052,1282,1,1.0,1.0,0.0,0.0
2053,1283,-1,2.0,0.6666666666666666,0.0,0.0
2054,1283,1,1.0,0.3333333333333333,0.0,0.0
2055,1284,1,3.0,1.0,0.0,0.0
2056,1285,1,0.0,0.0,25.0,0.8620689655172413
2057,1285,-1,0.0,0.0,4.0,0.13793103448275862
2058,1286,1,3.0,1.0,67.0,1.0
2059,1287,1,1.0,1.0,0.0,0.0
2060,1288,1,1.0,1.0,0.0,0.0
2061,1289,-1,1.0,1.0,19.0,0.5
2062,1289,1,0.0,0.0,19.0,0.5
2063,1290,1,2.0,1.0,0.0,0.0
2064,1291,-1,0.0,0.0,2.0,0.044444444444444446
2065,1291,1,3.0,1.0,43.0,0.9555555555555556
2066,1292,1,1.0,1.0,0.0,0.0
2067,1293,1,1.0,1.0,0.0,0.0
2068,1294,1,1.0,1.0,0.0,0.0
2069,1295,1,0.0,0.0,70.0,1.0
2070,1296,-1,7.0,0.5384615384615384,0.0,0.0
2071,1296,1,6.0,0.46153846153846156,84.0,1.0
2072,1297,-1,0.0,0.0,1.0,0.03571428571428571
2073,1297,1,0.0,0.0,27.0,0.9642857142857143
2074,1298,1,12.0,1.0,22.0,0.8461538461538461
2075,1298,-1,0.0,0.0,4.0,0.15384615384615385
2076,1299,1,29.0,0.7073170731707317,49.0,0.98
2077,1299,-1,12.0,0.2926829268292683,1.0,0.02
2078,1300,1,0.0,0.0,45.0,0.9782608695652174
2079,1300,-1,0.0,0.0,1.0,0.021739130434782608
2080,1301,-1,1.0,0.5,0.0,0.0
2081,1301,1,1.0,0.5,0.0,0.0
2082,1302,1,1.0,1.0,0.0,0.0
2083,1303,-1,3.0,0.375,0.0,0.0
2084,1303,1,5.0,0.625,0.0,0.0
2085,1304,-1,12.0,0.23076923076923078,0.0,0.0
2086,1304,1,40.0,0.7692307692307693,0.0,0.0
2087,1305,1,1.0,1.0,0.0,0.0
2088,1306,1,2.0,1.0,0.0,0.0
2089,1307,-1,28.0,0.15300546448087432,10.0,0.11363636363636363
2090,1307,1,155.0,0.8469945355191257,78.0,0.8863636363636364
2091,1308,-1,1.0,0.3333333333333333,0.0,0.0
2092,1308,1,2.0,0.6666666666666666,0.0,0.0
2093,1309,1,2.0,1.0,0.0,0.0
2094,1310,1,1.0,1.0,0.0,0.0
2095,1311,1,1.0,1.0,0.0,0.0
2096,1312,-1,0.0,0.0,10.0,1.0
2097,1313,-1,1.0,0.5,0.0,0.0
2098,1313,1,1.0,0.5,0.0,0.0
2099,1314,1,1.0,1.0,0.0,0.0
2100,1315,-1,23.0,0.2911392405063291,0.0,0.0
2101,1315,1,56.0,0.7088607594936709,0.0,0.0
2102,1316,1,0.0,0.0,26.0,0.5531914893617021
2103,1316,-1,0.0,0.0,21.0,0.44680851063829785
2104,1317,1,1.0,1.0,0.0,0.0
2105,1318,1,1.0,1.0,0.0,0.0
2106,1319,1,9.0,1.0,34.0,0.9714285714285714
2107,1319,-1,0.0,0.0,1.0,0.02857142857142857
2108,1320,-1,19.0,0.4634146341463415,11.0,0.5238095238095238
2109,1320,1,22.0,0.5365853658536586,10.0,0.47619047619047616
2110,1321,-1,3.0,0.15,3.0,0.125
2111,1321,1,17.0,0.85,21.0,0.875
2112,1322,-1,0.0,0.0,1.0,0.058823529411764705
2113,1322,1,3.0,1.0,16.0,0.9411764705882353
2114,1323,1,3.0,1.0,0.0,0.0
2115,1324,1,2.0,1.0,26.0,1.0
2116,1325,1,1.0,1.0,0.0,0.0
2117,1326,1,7.0,1.0,0.0,0.0
2118,1327,1,1.0,1.0,0.0,0.0
2119,1328,1,1.0,1.0,0.0,0.0
2120,1329,1,1.0,1.0,0.0,0.0
2121,1330,1,3.0,1.0,0.0,0.0
2122,1331,1,0.0,0.0,86.0,0.7413793103448276
2123,1331,-1,0.0,0.0,30.0,0.25862068965517243
2124,1332,1,1.0,1.0,0.0,0.0
2125,1333,1,0.0,0.0,54.0,0.9
2126,1333,-1,0.0,0.0,6.0,0.1
2127,1334,1,1.0,1.0,0.0,0.0
2128,1335,1,1.0,1.0,0.0,0.0
2129,1336,1,1.0,1.0,0.0,0.0
2130,1337,1,5.0,1.0,0.0,0.0
2131,1338,1,1.0,1.0,0.0,0.0
2132,1339,1,1.0,1.0,0.0,0.0
2133,1340,1,1.0,1.0,0.0,0.0
2134,1341,1,1.0,1.0,0.0,0.0
2135,1342,1,27.0,0.5625,0.0,0.0
2136,1342,-1,21.0,0.4375,0.0,0.0
2137,1343,1,22.0,0.8461538461538461,0.0,0.0
2138,1343,-1,4.0,0.15384615384615385,0.0,0.0
2139,1344,1,8.0,1.0,17.0,0.8947368421052632
2140,1344,-1,0.0,0.0,2.0,0.10526315789473684
2141,1345,-1,1.0,0.05,0.0,0.0
2142,1345,1,19.0,0.95,33.0,1.0
2143,1346,1,24.0,1.0,0.0,0.0
2144,1347,1,8.0,0.7272727272727273,0.0,0.0
2145,1347,-1,3.0,0.2727272727272727,0.0,0.0
2146,1348,-1,3.0,0.42857142857142855,0.0,0.0
2147,1348,1,4.0,0.5714285714285714,0.0,0.0
2148,1349,-1,47.0,0.30128205128205127,0.0,0.0
2149,1349,1,109.0,0.6987179487179487,0.0,0.0
2150,1350,-1,28.0,0.3888888888888889,4.0,0.09090909090909091
2151,1350,1,44.0,0.6111111111111112,40.0,0.9090909090909091
2152,1351,1,1.0,1.0,0.0,0.0
2153,1351,-1,0.0,0.0,4.0,1.0
2154,1352,-1,21.0,0.23076923076923078,5.0,0.05263157894736842
2155,1352,1,70.0,0.7692307692307693,90.0,0.9473684210526315
2156,1353,1,2.0,1.0,0.0,0.0
2157,1354,1,0.0,0.0,51.0,1.0
2158,1355,1,0.0,0.0,2.0,0.15384615384615385
2159,1355,-1,0.0,0.0,11.0,0.8461538461538461
2160,1356,1,0.0,0.0,52.0,0.9629629629629629
2161,1356,-1,0.0,0.0,2.0,0.037037037037037035
2162,1357,1,44.0,1.0,0.0,0.0
2163,1358,1,1.0,1.0,0.0,0.0
2164,1359,1,26.0,1.0,78.0,0.9873417721518988
2165,1359,-1,0.0,0.0,1.0,0.012658227848101266
2166,1360,1,51.0,0.9807692307692307,0.0,0.0
2167,1360,-1,1.0,0.019230769230769232,0.0,0.0
2168,1361,-1,0.0,0.0,12.0,0.631578947368421
2169,1361,1,0.0,0.0,7.0,0.3684210526315789
2170,1362,-1,0.0,0.0,13.0,0.9285714285714286
2171,1362,1,0.0,0.0,1.0,0.07142857142857142
2172,1363,-1,1.0,1.0,0.0,0.0
2173,1364,-1,4.0,0.03418803418803419,1.0,0.023809523809523808
2174,1364,1,113.0,0.9658119658119658,41.0,0.9761904761904762
2175,1365,1,0.0,0.0,27.0,0.9642857142857143
2176,1365,-1,0.0,0.0,1.0,0.03571428571428571
2177,1366,-1,23.0,0.359375,4.0,0.0851063829787234
2178,1366,1,41.0,0.640625,43.0,0.9148936170212766
2179,1367,-1,0.0,0.0,1.0,0.010752688172043012
2180,1367,1,157.0,1.0,92.0,0.989247311827957
2181,1368,1,1.0,1.0,13.0,0.48148148148148145
2182,1368,-1,0.0,0.0,14.0,0.5185185185185185
2183,1369,1,1.0,1.0,0.0,0.0
2184,1370,1,10.0,1.0,0.0,0.0
2185,1371,-1,25.0,0.11904761904761904,1.0,0.013513513513513514
2186,1371,1,185.0,0.8809523809523809,73.0,0.9864864864864865
2187,1372,-1,10.0,0.35714285714285715,12.0,0.23076923076923078
2188,1372,1,18.0,0.6428571428571429,40.0,0.7692307692307693
2189,1373,1,4.0,0.6666666666666666,51.0,0.9807692307692307
2190,1373,-1,2.0,0.3333333333333333,1.0,0.019230769230769232
2191,1374,1,10.0,0.8333333333333334,0.0,0.0
2192,1374,-1,2.0,0.16666666666666666,0.0,0.0
2193,1375,-1,23.0,0.4791666666666667,0.0,0.0
2194,1375,1,25.0,0.5208333333333334,0.0,0.0
2195,1376,-1,20.0,0.5128205128205128,0.0,0.0
2196,1376,1,19.0,0.48717948717948717,30.0,1.0
2197,1377,-1,7.0,0.17073170731707318,0.0,0.0
2198,1377,1,34.0,0.8292682926829268,32.0,1.0
2199,1378,1,2.0,1.0,0.0,0.0
2200,1379,-1,1.0,0.3333333333333333,0.0,0.0
2201,1379,1,2.0,0.6666666666666666,0.0,0.0
2202,1380,-1,1.0,0.16666666666666666,0.0,0.0
2203,1380,1,5.0,0.8333333333333334,0.0,0.0
2204,1381,-1,1.0,0.25,0.0,0.0
2205,1381,1,3.0,0.75,0.0,0.0
2206,1382,1,2.0,1.0,10.0,0.8333333333333334
2207,1382,-1,0.0,0.0,2.0,0.16666666666666666
2208,1383,-1,1.0,1.0,0.0,0.0
2209,1384,-1,0.0,0.0,2.0,1.0
2210,1384,1,16.0,1.0,0.0,0.0
2211,1385,1,0.0,0.0,24.0,0.8571428571428571
2212,1385,-1,0.0,0.0,4.0,0.14285714285714285
2213,1386,-1,1.0,1.0,0.0,0.0
2214,1387,1,0.0,0.0,88.0,0.8712871287128713
2215,1387,-1,0.0,0.0,13.0,0.12871287128712872
2216,1388,1,1.0,1.0,0.0,0.0
2217,1389,1,1.0,1.0,0.0,0.0
2218,1390,1,1.0,1.0,0.0,0.0
2219,1391,1,0.0,0.0,28.0,1.0
2220,1392,1,1.0,1.0,0.0,0.0
2221,1393,-1,0.0,0.0,2.0,0.058823529411764705
2222,1393,1,3.0,1.0,32.0,0.9411764705882353
2223,1394,1,98.0,0.98989898989899,62.0,0.9253731343283582
2224,1394,-1,1.0,0.010101010101010102,5.0,0.07462686567164178
2225,1395,-1,55.0,0.39568345323741005,0.0,0.0
2226,1395,1,84.0,0.60431654676259,0.0,0.0
2227,1396,1,4.0,1.0,23.0,1.0
2228,1397,1,1.0,1.0,0.0,0.0
2229,1398,-1,1.0,1.0,0.0,0.0
2230,1399,-1,2.0,0.05714285714285714,9.0,0.17307692307692307
2231,1399,1,33.0,0.9428571428571428,43.0,0.8269230769230769
2232,1400,1,4.0,1.0,0.0,0.0
2233,1401,1,0.0,0.0,17.0,0.8947368421052632
2234,1401,-1,0.0,0.0,2.0,0.10526315789473684
2235,1402,1,1.0,1.0,0.0,0.0
2236,1403,1,0.0,0.0,1.0,0.09090909090909091
2237,1403,-1,0.0,0.0,10.0,0.9090909090909091
2238,1404,1,1.0,1.0,1.0,0.1
2239,1404,-1,0.0,0.0,9.0,0.9
2240,1405,-1,9.0,0.1111111111111111,0.0,0.0
2241,1405,1,72.0,0.8888888888888888,58.0,1.0
2242,1406,1,1.0,0.5,47.0,1.0
2243,1406,-1,1.0,0.5,0.0,0.0
2244,1407,1,2.0,1.0,0.0,0.0
2245,1408,1,1.0,1.0,0.0,0.0
2246,1409,1,68.0,1.0,19.0,0.95
2247,1409,-1,0.0,0.0,1.0,0.05
